Nama,Rating,Waktu,Review,case folding,tokenizing,stopword,stemming,topic_0_prob,topic_1_prob,dominant_topic,label,sentimen
setyo fotografi,3,2023-07-17 10:16:02,Ini kenapa ya kok tiap klik profil trs aplikasinya keluar?,ini kenapa ya kok tiap klik profil trs aplikasinya keluar ,"['ini', 'kenapa', 'ya', 'kok', 'tiap', 'klik', 'profil', 'trs', 'aplikasinya', 'keluar']","['ya', 'klik', 'profil', 'trs', 'aplikasinya']",['ya klik profil trs aplikasi'],0.5142835691972273,0.4857164308027727,0,1,Negatif
Achmad Basis,5,2023-07-16 08:38:21,pelayanan bagus,pelayanan bagus,"['pelayanan', 'bagus']","['pelayanan', 'bagus']",['layan bagus'],0.1708033270455811,0.8291966729544189,1,0,Positif
Scindy Anggraeni,1,2023-07-16 06:16:04,belum termasuk ongkos,belum termasuk ongkos,"['belum', 'termasuk', 'ongkos']",['ongkos'],['ongkos'],0.3953357426298515,0.6046642573701485,1,0,Negatif
Putra Sampurna,5,2023-07-14 14:31:43,Driver sangat ramah,driver sangat ramah,"['driver', 'sangat', 'ramah']","['driver', 'ramah']",['driver ramah'],0.8319201187928816,0.1680798812071184,0,1,Positif
YO WAN,5,2023-07-14 08:46:47,"posisi titik pengantar udh sesuai sebelum pemesanan, tp kok setelah pemesanan berhasil titik map berubah,tolong di perbaiki dmi kelancaran driver dn pemesanan",posisi titik pengantar udh sesuai sebelum pemesanan tp kok setelah pemesanan berhasil titik map berubah tolong di perbaiki dmi kelancaran driver dn pemesanan,"['posisi', 'titik', 'pengantar', 'udh', 'sesuai', 'sebelum', 'pemesanan', 'tp', 'kok', 'setelah', 'pemesanan', 'berhasil', 'titik', 'map', 'berubah', 'tolong', 'di', 'perbaiki', 'dmi', 'kelancaran', 'driver', 'dn', 'pemesanan']","['posisi', 'titik', 'pengantar', 'udh', 'sesuai', 'pemesanan', 'tp', 'pemesanan', 'berhasil', 'titik', 'map', 'berubah', 'tolong', 'perbaiki', 'dmi', 'kelancaran', 'driver', 'dn', 'pemesanan']",['posisi titik antar udh sesuai mesan tp mesan hasil titik map ubah tolong baik dmi lancar driver dn mesan'],0.9709544307874408,0.0290455692125591,0,1,Positif
Rendy Putra24,4,2023-07-13 14:10:11,Bagus bangak promonya... Cuma untuk membuka loadingnya lama... Ganti koneksi jga sama... Mohon untuk di stabilkan agar lebih nyaman di gunakan... Terimakasih,bagus bangak promonya cuma untuk membuka loadingnya lama ganti koneksi jga sama mohon untuk di stabilkan agar lebih nyaman di gunakan terimakasih,"['bagus', 'bangak', 'promonya', 'cuma', 'untuk', 'membuka', 'loadingnya', 'lama', 'ganti', 'koneksi', 'jga', 'sama', 'mohon', 'untuk', 'di', 'stabilkan', 'agar', 'lebih', 'nyaman', 'di', 'gunakan', 'terimakasih']","['bagus', 'bangak', 'promonya', 'membuka', 'loadingnya', 'ganti', 'koneksi', 'jga', 'mohon', 'stabilkan', 'nyaman', 'terimakasih']",['bagus bangak promonya buka loadingnya ganti koneksi jga mohon stabil nyaman terimakasih'],0.386313406687415,0.613686593312585,1,0,Positif
Retna Lestari,2,2023-07-12 05:48:47,Sumpah udah tinggal bagian pembayaran nggak bisa-bisa. Kesel banget,sumpah udah tinggal bagian pembayaran nggak bisa bisa kesel banget,"['sumpah', 'udah', 'tinggal', 'bagian', 'pembayaran', 'nggak', 'bisa', 'bisa', 'kesel', 'banget']","['sumpah', 'udah', 'tinggal', 'pembayaran', 'nggak', 'kesel', 'banget']",['sumpah udah tinggal bayar nggak kesel banget'],0.931276159876866,0.0687238401231339,0,1,Negatif
Fathor Rahman,1,2023-07-11 05:59:25,"Gua kira dapat bonus 100k itu berbentuk saldo/cash, eh malah cuman koin. Uda gitu pemakaian nya di batasi tiap transaksi, markettingmu kurang ideal min",gua kira dapat bonus itu berbentuk saldo cash eh malah cuman koin uda gitu pemakaian nya di batasi tiap transaksi markettingmu kurang ideal min,"['gua', 'kira', 'dapat', 'bonus', 'itu', 'berbentuk', 'saldo', 'cash', 'eh', 'malah', 'cuman', 'koin', 'uda', 'gitu', 'pemakaian', 'nya', 'di', 'batasi', 'tiap', 'transaksi', 'markettingmu', 'kurang', 'ideal', 'min']","['gua', 'bonus', 'berbentuk', 'saldo', 'cash', 'eh', 'cuman', 'koin', 'uda', 'gitu', 'pemakaian', 'nya', 'batasi', 'transaksi', 'markettingmu', 'ideal', 'min']",['gua bonus bentuk saldo cash eh cuman koin uda gitu pakai nya batas transaksi markettingmu ideal min'],0.6091870687151931,0.3908129312848068,0,1,Positif
Arief Nugros,1,2023-07-11 04:34:09,"Penumpang tidak bisa cancel padahal driver gk respon, mau cancel gk bisa, ribet harus hub cs, mana lama respon csnya, posisi diver di maps juga sering gk sesuai, sering berhenti gpsnya gk jalan, klo gk ada perbaikan mending uninstall aja",penumpang tidak bisa cancel padahal driver gk respon mau cancel gk bisa ribet harus hub cs mana lama respon csnya posisi diver di maps juga sering gk sesuai sering berhenti gpsnya gk jalan klo gk ada perbaikan mending uninstall aja,"['penumpang', 'tidak', 'bisa', 'cancel', 'padahal', 'driver', 'gk', 'respon', 'mau', 'cancel', 'gk', 'bisa', 'ribet', 'harus', 'hub', 'cs', 'mana', 'lama', 'respon', 'csnya', 'posisi', 'diver', 'di', 'maps', 'juga', 'sering', 'gk', 'sesuai', 'sering', 'berhenti', 'gpsnya', 'gk', 'jalan', 'klo', 'gk', 'ada', 'perbaikan', 'mending', 'uninstall', 'aja']","['penumpang', 'cancel', 'driver', 'gk', 'respon', 'cancel', 'gk', 'ribet', 'hub', 'cs', 'respon', 'csnya', 'posisi', 'diver', 'maps', 'gk', 'sesuai', 'berhenti', 'gpsnya', 'gk', 'jalan', 'klo', 'gk', 'perbaikan', 'mending', 'uninstall', 'aja']",['tumpang cancel driver gk respon cancel gk ribet hub cs respon csnya posisi diver maps gk sesuai henti gpsnya gk jalan klo gk baik mending uninstall aja'],0.9804183349624384,0.0195816650375615,0,1,Negatif
Vida Brail,5,2023-07-10 12:42:00,good job,good job,"['good', 'job']","['good', 'job']",['good job'],0.1670191026566236,0.8329808973433763,1,0,Positif
Solih Hasibuan,5,2023-07-09 17:27:27,Jogja kita memang luar biasa,jogja kita memang luar biasa,"['jogja', 'kita', 'memang', 'luar', 'biasa']",['jogja'],['jogja'],0.25640990422611,0.7435900957738901,1,0,Negatif
Sum artini,5,2023-07-09 16:13:55,kebersihan,kebersihan,['kebersihan'],['kebersihan'],['bersih'],0.2557051463194901,0.7442948536805098,1,0,Positif
ifah latifah,5,2023-07-09 12:30:59,pelayanan baik,pelayanan baik,"['pelayanan', 'baik']",['pelayanan'],['layan'],0.2618819403561108,0.7381180596438892,1,0,Negatif
Chrisna Arya,5,2023-07-08 16:20:33,"aplikasi wajib, sangat memudahkan",aplikasi wajib sangat memudahkan,"['aplikasi', 'wajib', 'sangat', 'memudahkan']","['aplikasi', 'wajib', 'memudahkan']",['aplikasi wajib mudah'],0.1369466909657404,0.8630533090342596,1,0,Positif
Rohmad Kurniawan,5,2023-07-08 13:37:47,puas sekali,puas sekali,"['puas', 'sekali']",['puas'],['puas'],0.2662971803882064,0.7337028196117936,1,0,Positif
Ornament Architect,1,2023-07-04 17:33:26,"Aplikasi kocak,gagara mesan driver lewat pembayaran dana, gk dapat driver uang hasil pesan tdi nyngkut di aplikasi dan gk bisa di tarik",aplikasi kocak gagara mesan driver lewat pembayaran dana gk dapat driver uang hasil pesan tdi nyngkut di aplikasi dan gk bisa di tarik,"['aplikasi', 'kocak', 'gagara', 'mesan', 'driver', 'lewat', 'pembayaran', 'dana', 'gk', 'dapat', 'driver', 'uang', 'hasil', 'pesan', 'tdi', 'nyngkut', 'di', 'aplikasi', 'dan', 'gk', 'bisa', 'di', 'tarik']","['aplikasi', 'kocak', 'gagara', 'mesan', 'driver', 'pembayaran', 'dana', 'gk', 'driver', 'uang', 'hasil', 'pesan', 'tdi', 'nyngkut', 'aplikasi', 'gk', 'tarik']",['aplikasi kocak gagara mesan driver bayar dana gk driver uang hasil pesan tdi nyngkut aplikasi gk tarik'],0.9688463910496264,0.0311536089503735,0,1,Positif
Mar yanto,5,2023-07-04 14:34:26,respon cepat,respon cepat,"['respon', 'cepat']","['respon', 'cepat']",['respon cepat'],0.6538983242731823,0.3461016757268177,0,1,Positif
Lilia,3,2023-07-03 09:30:48,"Kecewa sih karena aplikasinya ngebug padahal mau coba pesan makanan online tapi pas ditambah makanan di keranjang ga ada dong :( perbaiki dulu sistem nya biar ga bolak balik ngeklik tapi ga dianggap sbg tambahan, jadinya malas pesan disini",kecewa sih karena aplikasinya ngebug padahal mau coba pesan makanan online tapi pas ditambah makanan di keranjang ga ada dong perbaiki dulu sistem nya biar ga bolak balik ngeklik tapi ga dianggap sbg tambahan jadinya malas pesan disini,"['kecewa', 'sih', 'karena', 'aplikasinya', 'ngebug', 'padahal', 'mau', 'coba', 'pesan', 'makanan', 'online', 'tapi', 'pas', 'ditambah', 'makanan', 'di', 'keranjang', 'ga', 'ada', 'dong', 'perbaiki', 'dulu', 'sistem', 'nya', 'biar', 'ga', 'bolak', 'balik', 'ngeklik', 'tapi', 'ga', 'dianggap', 'sbg', 'tambahan', 'jadinya', 'malas', 'pesan', 'disini']","['kecewa', 'sih', 'aplikasinya', 'ngebug', 'coba', 'pesan', 'makanan', 'online', 'pas', 'ditambah', 'makanan', 'keranjang', 'ga', 'perbaiki', 'sistem', 'nya', 'biar', 'ga', 'bolak', 'ngeklik', 'ga', 'dianggap', 'sbg', 'tambahan', 'malas', 'pesan']",['kecewa sih aplikasi ngebug coba pesan makan online pas tambah makan keranjang ga baik sistem nya biar ga bolak ngeklik ga anggap sbg tambah malas pesan'],0.976242169095366,0.0237578309046338,0,1,Negatif
Muhammad Reza,2,2023-07-03 01:52:51,Sepanjang saya menggunakan aplikasi ini kendala saya ialah TIDAK BISA MEMINDAHKAN NOMINAL TARIK TUNAI KEDALAM SPEED CASH.... Walaupun saya sudah menghubungi pihak customer service nya... Sama aja tetap saja itu nominal tidak berpindah,sepanjang saya menggunakan aplikasi ini kendala saya ialah tidak bisa memindahkan nominal tarik tunai kedalam speed cash walaupun saya sudah menghubungi pihak customer service nya sama aja tetap saja itu nominal tidak berpindah,"['sepanjang', 'saya', 'menggunakan', 'aplikasi', 'ini', 'kendala', 'saya', 'ialah', 'tidak', 'bisa', 'memindahkan', 'nominal', 'tarik', 'tunai', 'kedalam', 'speed', 'cash', 'walaupun', 'saya', 'sudah', 'menghubungi', 'pihak', 'customer', 'service', 'nya', 'sama', 'aja', 'tetap', 'saja', 'itu', 'nominal', 'tidak', 'berpindah']","['aplikasi', 'kendala', 'memindahkan', 'nominal', 'tarik', 'tunai', 'kedalam', 'speed', 'cash', 'menghubungi', 'customer', 'service', 'nya', 'aja', 'nominal', 'berpindah']",['aplikasi kendala pindah nominal tarik tunai dalam speed cash hubung customer service nya aja nominal pindah'],0.9650805514128266,0.0349194485871734,0,1,Negatif
bayu ari purwandono,5,2023-07-02 08:29:14,"Jogjakita ojole wong Jogja , yen wong Jogja ojolmu kudune Jogjakita makmurkan UMKM warga Jogja",jogjakita ojole wong jogja yen wong jogja ojolmu kudune jogjakita makmurkan umkm warga jogja,"['jogjakita', 'ojole', 'wong', 'jogja', 'yen', 'wong', 'jogja', 'ojolmu', 'kudune', 'jogjakita', 'makmurkan', 'umkm', 'warga', 'jogja']","['jogjakita', 'ojole', 'jogja', 'yen', 'jogja', 'ojolmu', 'kudune', 'jogjakita', 'makmurkan', 'umkm', 'warga', 'jogja']",['jogjakita ojole jogja yen jogja ojolmu kudune jogjakita makmur umkm warga jogja'],0.0393307169880738,0.9606692830119262,1,0,Negatif
Aku Fafafa,1,2023-07-02 01:21:04,Apk jelek...,apk jelek ,"['apk', 'jelek']","['apk', 'jelek']",['apk jelek'],0.8090465340985641,0.1909534659014358,0,1,Negatif
azwar bisri,5,2023-06-30 02:20:08,top bgt,top bgt,"['top', 'bgt']","['top', 'bgt']",['top bgt'],0.5114506652841632,0.4885493347158369,0,1,Positif
Agung Nitinegoro,1,2023-06-29 15:08:22,"Pantes aja ga laku nih aplikasi , lah tipu"" dapet saldo 100rb 🤣🤣🤣 eh cma bisa d pake 3ribu doang",pantes aja ga laku nih aplikasi lah tipu dapet saldo rb eh cma bisa pake ribu doang,"['pantes', 'aja', 'ga', 'laku', 'nih', 'aplikasi', 'lah', 'tipu', 'dapet', 'saldo', 'rb', 'eh', 'cma', 'bisa', 'pake', 'ribu', 'doang']","['pantes', 'aja', 'ga', 'laku', 'nih', 'aplikasi', 'tipu', 'dapet', 'saldo', 'rb', 'eh', 'cma', 'pake', 'ribu', 'doang']",['pantes aja ga laku nih aplikasi tipu dapet saldo rb eh cma pake ribu doang'],0.963791514398576,0.036208485601424,0,1,Negatif
RTR,5,2023-06-28 14:22:57,pelayanan mantab,pelayanan mantab,"['pelayanan', 'mantab']","['pelayanan', 'mantab']",['layan mantab'],0.1706162298707652,0.8293837701292348,1,0,Negatif
Yoanna Nisa,4,2023-06-28 12:59:08,Pertama kali nyoba aplikasi ini bagus metode pembayaran bisa non tunai & harga murah utk goride namun sangat disayangkan saya sudah menunggu lama namun tiba² ditolak karena lokasi saya dg driver jauh setelah itu saya order lg & dptnya jg lama bikin saya telat masuk kuliah. Tolong utk diperbaiki & diperbanyak lg driver²nya agar aplikasi ini trs berjalan👍🏻,pertama kali nyoba aplikasi ini bagus metode pembayaran bisa non tunai harga murah utk goride namun sangat disayangkan saya sudah menunggu lama namun tiba ditolak karena lokasi saya dg driver jauh setelah itu saya order lg dptnya jg lama bikin saya telat masuk kuliah tolong utk diperbaiki diperbanyak lg driver nya agar aplikasi ini trs berjalan ,"['pertama', 'kali', 'nyoba', 'aplikasi', 'ini', 'bagus', 'metode', 'pembayaran', 'bisa', 'non', 'tunai', 'harga', 'murah', 'utk', 'goride', 'namun', 'sangat', 'disayangkan', 'saya', 'sudah', 'menunggu', 'lama', 'namun', 'tiba', 'ditolak', 'karena', 'lokasi', 'saya', 'dg', 'driver', 'jauh', 'setelah', 'itu', 'saya', 'order', 'lg', 'dptnya', 'jg', 'lama', 'bikin', 'saya', 'telat', 'masuk', 'kuliah', 'tolong', 'utk', 'diperbaiki', 'diperbanyak', 'lg', 'driver', 'nya', 'agar', 'aplikasi', 'ini', 'trs', 'berjalan']","['kali', 'nyoba', 'aplikasi', 'bagus', 'metode', 'pembayaran', 'non', 'tunai', 'harga', 'murah', 'utk', 'goride', 'disayangkan', 'menunggu', 'ditolak', 'lokasi', 'dg', 'driver', 'order', 'lg', 'dptnya', 'jg', 'bikin', 'telat', 'masuk', 'kuliah', 'tolong', 'utk', 'diperbaiki', 'diperbanyak', 'lg', 'driver', 'nya', 'aplikasi', 'trs', 'berjalan']",['kali nyoba aplikasi bagus metode bayar non tunai harga murah utk goride sayang tunggu tolak lokasi dg driver order lg dptnya jg bikin telat masuk kuliah tolong utk baik banyak lg driver nya aplikasi trs jalan'],0.8860849046678304,0.1139150953321696,0,1,Positif
abi rachmanda,1,2023-06-26 06:54:44,"Mau order makanan, gaada tombol mau pesen nya🤣🤣🤣lol",mau order makanan gaada tombol mau pesen nya lol,"['mau', 'order', 'makanan', 'gaada', 'tombol', 'mau', 'pesen', 'nya', 'lol']","['order', 'makanan', 'gaada', 'tombol', 'pesen', 'nya', 'lol']",['order makan gaada tombol sen nya lol'],0.9356903572644462,0.0643096427355538,0,1,Positif
Ali wafa,1,2023-06-25 13:37:44,"Kirain dapet duit, ternyata cuman poin",kirain dapet duit ternyata cuman poin,"['kirain', 'dapet', 'duit', 'ternyata', 'cuman', 'poin']","['kirain', 'dapet', 'duit', 'cuman', 'poin']",['kirain dapet duit cuman poin'],0.6722898621393879,0.3277101378606121,0,1,Negatif
Teguh Hardityo,1,2023-06-23 03:13:46,"Mending fitur untuk jadi merchant yg ada di dalam apk customer di hapus min, daripada ngeribetin karna orang udah terlanjur bikin akun customer untuk bisa di pakai merchatn juga tapi ini malah ga bisa email dan nomor yg sama",mending fitur untuk jadi merchant yg ada di dalam apk customer di hapus min daripada ngeribetin karna orang udah terlanjur bikin akun customer untuk bisa di pakai merchatn juga tapi ini malah ga bisa email dan nomor yg sama,"['mending', 'fitur', 'untuk', 'jadi', 'merchant', 'yg', 'ada', 'di', 'dalam', 'apk', 'customer', 'di', 'hapus', 'min', 'daripada', 'ngeribetin', 'karna', 'orang', 'udah', 'terlanjur', 'bikin', 'akun', 'customer', 'untuk', 'bisa', 'di', 'pakai', 'merchatn', 'juga', 'tapi', 'ini', 'malah', 'ga', 'bisa', 'email', 'dan', 'nomor', 'yg', 'sama']","['mending', 'fitur', 'merchant', 'yg', 'apk', 'customer', 'hapus', 'min', 'ngeribetin', 'karna', 'orang', 'udah', 'terlanjur', 'bikin', 'akun', 'customer', 'pakai', 'merchatn', 'ga', 'email', 'nomor', 'yg']",['mending fitur merchant yg apk customer hapus min ngeribetin karna orang udah lanjur bikin akun customer pakai merchatn ga email nomor yg'],0.9735185662942936,0.0264814337057064,0,1,Negatif
BEM Gaming,1,2023-06-21 09:53:56,bonus 100rb cuma dipakai produk tertentu,bonus rb cuma dipakai produk tertentu,"['bonus', 'rb', 'cuma', 'dipakai', 'produk', 'tertentu']","['bonus', 'rb', 'dipakai', 'produk']",['bonus rb pakai produk'],0.4633368334162608,0.5366631665837392,1,0,Negatif
Evan Khell,4,2023-06-20 14:37:07,Map nya tolong di perbaiki ya lokasi driver hilang hilang,map nya tolong di perbaiki ya lokasi driver hilang hilang,"['map', 'nya', 'tolong', 'di', 'perbaiki', 'ya', 'lokasi', 'driver', 'hilang', 'hilang']","['map', 'nya', 'tolong', 'perbaiki', 'ya', 'lokasi', 'driver', 'hilang', 'hilang']",['map nya tolong baik ya lokasi driver hilang hilang'],0.9465201206475524,0.0534798793524477,0,1,Negatif
Khaila Kurnia,5,2023-06-20 12:27:39,"Coba deh versi terbaru JogjaKita, ngga kaya yang dulu kok! Tampilan oke, jarang keluar sendiri, ongkir dan harga lebih murah dari app sejenis Saran dari aku, navigasi kurir di maps tolong di maksimalin yaa. Di maps kurir masih di resto, tapi notif nya udah dijalan. Ngga sinkron sama navigasinya Sukses terus 👍",coba deh versi terbaru jogjakita ngga kaya yang dulu kok tampilan oke jarang keluar sendiri ongkir dan harga lebih murah dari app sejenis saran dari aku navigasi kurir di maps tolong di maksimalin yaa di maps kurir masih di resto tapi notif nya udah dijalan ngga sinkron sama navigasinya sukses terus ,"['coba', 'deh', 'versi', 'terbaru', 'jogjakita', 'ngga', 'kaya', 'yang', 'dulu', 'kok', 'tampilan', 'oke', 'jarang', 'keluar', 'sendiri', 'ongkir', 'dan', 'harga', 'lebih', 'murah', 'dari', 'app', 'sejenis', 'saran', 'dari', 'aku', 'navigasi', 'kurir', 'di', 'maps', 'tolong', 'di', 'maksimalin', 'yaa', 'di', 'maps', 'kurir', 'masih', 'di', 'resto', 'tapi', 'notif', 'nya', 'udah', 'dijalan', 'ngga', 'sinkron', 'sama', 'navigasinya', 'sukses', 'terus']","['coba', 'deh', 'versi', 'terbaru', 'jogjakita', 'ngga', 'kaya', 'tampilan', 'oke', 'jarang', 'ongkir', 'harga', 'murah', 'app', 'sejenis', 'saran', 'navigasi', 'kurir', 'maps', 'tolong', 'maksimalin', 'yaa', 'maps', 'kurir', 'resto', 'notif', 'nya', 'udah', 'dijalan', 'ngga', 'sinkron', 'navigasinya', 'sukses']",['coba deh versi baru jogjakita ngga kaya tampil oke jarang ongkir harga murah app jenis saran navigasi kurir maps tolong maksimalin yaa maps kurir resto notif nya udah jalan ngga sinkron navigasi sukses'],0.4175679910614924,0.5824320089385077,1,0,Positif
Andika Putro,5,2023-06-17 07:49:35,Lumayanlah,lumayanlah,['lumayanlah'],['lumayanlah'],['lumayan'],0.3113667458022947,0.6886332541977054,1,0,Positif
Yara Candra,1,2023-06-17 04:22:04,aneh,aneh,['aneh'],['aneh'],['aneh'],0.7482371856916162,0.2517628143083838,0,1,Negatif
bayu seto aji,5,2023-06-17 02:47:23,Maju,maju,['maju'],['maju'],['maju'],0.2501801064547961,0.7498198935452038,1,0,Negatif
Sugeng Hariyadi,1,2023-06-17 00:16:44,"Saya un instal ga bisa di buka setelah aktifkan lokasi,macet",saya un instal ga bisa di buka setelah aktifkan lokasi macet,"['saya', 'un', 'instal', 'ga', 'bisa', 'di', 'buka', 'setelah', 'aktifkan', 'lokasi', 'macet']","['un', 'instal', 'ga', 'buka', 'aktifkan', 'lokasi', 'macet']",['un instal ga buka aktif lokasi macet'],0.9361984950785248,0.0638015049214752,0,1,Negatif
20 Muhammad Ilham Arif,1,2023-06-16 15:02:02,"ini aplikasi ojol atau sosmed ya?,,, kok ada video rells,,,, promo sama saja bohong aowkaowkaowk",ini aplikasi ojol atau sosmed ya kok ada video rells promo sama saja bohong aowkaowkaowk,"['ini', 'aplikasi', 'ojol', 'atau', 'sosmed', 'ya', 'kok', 'ada', 'video', 'rells', 'promo', 'sama', 'saja', 'bohong', 'aowkaowkaowk']","['aplikasi', 'ojol', 'sosmed', 'ya', 'video', 'rells', 'promo', 'bohong', 'aowkaowkaowk']",['aplikasi ojol sosmed ya video rells promo bohong aowkaowkaowk'],0.0580854527888045,0.9419145472111956,1,0,Negatif
irianty putri,5,2023-06-16 12:33:35,"Pertama kali nyoba cukup ragu karna reviewnya, tp sejauh ini mantap dah, harga barang dan makanan yg dijual sesuai dgn harga beli langsung di resto di tambah ada potongan dri poin pengguna pertama. Semoga JogjaKita tetap dipertahankan seperti ini, untuk lebih baik lagi ditambah resto restonya dan penggunaan jasa, seperti kargo, dan pengantaran barang dalam kota. Suka banget karna aplikasi ini membantu perekonomian penduduk asli ktp jogja dan mahasiswa yg hobi mager namun suka dgn harga yg murah",pertama kali nyoba cukup ragu karna reviewnya tp sejauh ini mantap dah harga barang dan makanan yg dijual sesuai dgn harga beli langsung di resto di tambah ada potongan dri poin pengguna pertama semoga jogjakita tetap dipertahankan seperti ini untuk lebih baik lagi ditambah resto restonya dan penggunaan jasa seperti kargo dan pengantaran barang dalam kota suka banget karna aplikasi ini membantu perekonomian penduduk asli ktp jogja dan mahasiswa yg hobi mager namun suka dgn harga yg murah,"['pertama', 'kali', 'nyoba', 'cukup', 'ragu', 'karna', 'reviewnya', 'tp', 'sejauh', 'ini', 'mantap', 'dah', 'harga', 'barang', 'dan', 'makanan', 'yg', 'dijual', 'sesuai', 'dgn', 'harga', 'beli', 'langsung', 'di', 'resto', 'di', 'tambah', 'ada', 'potongan', 'dri', 'poin', 'pengguna', 'pertama', 'semoga', 'jogjakita', 'tetap', 'dipertahankan', 'seperti', 'ini', 'untuk', 'lebih', 'baik', 'lagi', 'ditambah', 'resto', 'restonya', 'dan', 'penggunaan', 'jasa', 'seperti', 'kargo', 'dan', 'pengantaran', 'barang', 'dalam', 'kota', 'suka', 'banget', 'karna', 'aplikasi', 'ini', 'membantu', 'perekonomian', 'penduduk', 'asli', 'ktp', 'jogja', 'dan', 'mahasiswa', 'yg', 'hobi', 'mager', 'namun', 'suka', 'dgn', 'harga', 'yg', 'murah']","['kali', 'nyoba', 'ragu', 'karna', 'reviewnya', 'tp', 'mantap', 'dah', 'harga', 'barang', 'makanan', 'yg', 'dijual', 'sesuai', 'dgn', 'harga', 'beli', 'langsung', 'resto', 'potongan', 'dri', 'poin', 'pengguna', 'semoga', 'jogjakita', 'dipertahankan', 'ditambah', 'resto', 'restonya', 'penggunaan', 'jasa', 'kargo', 'pengantaran', 'barang', 'kota', 'suka', 'banget', 'karna', 'aplikasi', 'membantu', 'perekonomian', 'penduduk', 'asli', 'ktp', 'jogja', 'mahasiswa', 'yg', 'hobi', 'mager', 'suka', 'dgn', 'harga', 'yg', 'murah']",['kali nyoba ragu karna reviewnya tp mantap dah harga barang makan yg jual sesuai dgn harga beli langsung resto potong dri poin guna moga jogjakita tahan tambah resto restonya guna jasa kargo antar barang kota suka banget karna aplikasi bantu ekonomi duduk asli ktp jogja mahasiswa yg hobi mager suka dgn harga yg murah'],0.3115427860236651,0.688457213976335,1,0,Positif
Ade Purwanto,2,2023-06-16 11:03:01,"Makanan tidak sesuai sama kategorinya, search banyak yg ga ada",makanan tidak sesuai sama kategorinya search banyak yg ga ada,"['makanan', 'tidak', 'sesuai', 'sama', 'kategorinya', 'search', 'banyak', 'yg', 'ga', 'ada']","['makanan', 'sesuai', 'kategorinya', 'search', 'yg', 'ga']",['makan sesuai kategori search yg ga'],0.9199883325210854,0.0800116674789146,0,1,Negatif
Wilma desy ramadhani,3,2023-06-16 10:30:13,"Masih sering ngebug dan keluar sendiri, sedih banget. Padahal bagus loh aplikasinya.",masih sering ngebug dan keluar sendiri sedih banget padahal bagus loh aplikasinya ,"['masih', 'sering', 'ngebug', 'dan', 'keluar', 'sendiri', 'sedih', 'banget', 'padahal', 'bagus', 'loh', 'aplikasinya']","['ngebug', 'sedih', 'banget', 'bagus', 'loh', 'aplikasinya']",['ngebug sedih banget bagus loh aplikasi'],0.0955052857777288,0.9044947142222712,1,0,Positif
viona felisa,2,2023-06-16 07:44:18,Dpt pglaman buruk 3 x dpt org yg sama driver cew nympainya lama titiknya mleset dkit aja bilang jauh hbs itu sinis judes .. Yg d bonceng ibuku trs aq d laporin ibuku auto tk bintang 2 hbs itu pas jmpt dpt itu lagi malah aq di marah2i sma drivernya.. Kapok pke apk ini driver tdk ad SOP ramah sma customer tkt kl psen dpt driver mbok2 galak lagi . Mndg pkai ijo aja q,dpt pglaman buruk dpt org yg sama driver cew nympainya lama titiknya mleset dkit aja bilang jauh hbs itu sinis judes yg bonceng ibuku trs aq laporin ibuku auto tk bintang hbs itu pas jmpt dpt itu lagi malah aq di marah sma drivernya kapok pke apk ini driver tdk ad sop ramah sma customer tkt kl psen dpt driver mbok galak lagi mndg pkai ijo aja ,"['dpt', 'pglaman', 'buruk', 'dpt', 'org', 'yg', 'sama', 'driver', 'cew', 'nympainya', 'lama', 'titiknya', 'mleset', 'dkit', 'aja', 'bilang', 'jauh', 'hbs', 'itu', 'sinis', 'judes', 'yg', 'bonceng', 'ibuku', 'trs', 'aq', 'laporin', 'ibuku', 'auto', 'tk', 'bintang', 'hbs', 'itu', 'pas', 'jmpt', 'dpt', 'itu', 'lagi', 'malah', 'aq', 'di', 'marah', 'sma', 'drivernya', 'kapok', 'pke', 'apk', 'ini', 'driver', 'tdk', 'ad', 'sop', 'ramah', 'sma', 'customer', 'tkt', 'kl', 'psen', 'dpt', 'driver', 'mbok', 'galak', 'lagi', 'mndg', 'pkai', 'ijo', 'aja']","['dpt', 'pglaman', 'buruk', 'dpt', 'org', 'yg', 'driver', 'cew', 'nympainya', 'titiknya', 'mleset', 'dkit', 'aja', 'bilang', 'hbs', 'sinis', 'judes', 'yg', 'bonceng', 'ibuku', 'trs', 'aq', 'laporin', 'ibuku', 'auto', 'tk', 'bintang', 'hbs', 'pas', 'jmpt', 'dpt', 'aq', 'marah', 'sma', 'drivernya', 'kapok', 'pke', 'apk', 'driver', 'tdk', 'ad', 'sop', 'ramah', 'sma', 'customer', 'tkt', 'kl', 'psen', 'dpt', 'driver', 'mbok', 'galak', 'mndg', 'pkai', 'ijo', 'aja']",['dpt pglaman buruk dpt org yg driver cew nympainya titik mleset dkit aja bilang hbs sinis judes yg bonceng ibu trs aq laporin ibu auto tk bintang hbs pas jmpt dpt aq marah sma drivernya kapok pke apk driver tdk ad sop ramah sma customer tkt kl psen dpt driver mbok galak mndg pkai ijo aja'],0.990732560602824,0.009267439397176,0,1,Negatif
